context	split	fold	model	parameter	chosen_value	inner_component_scores_json	train_observations	test_observations	inner_grouping
full	union_component_leave_one_out	component-10	sequence_esm2_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":8.46780005111268},{""alpha"":0.1,""inner_rmse"":7.715629223198714},{""alpha"":1.0,""inner_rmse"":5.18012767415291},{""alpha"":10.0,""inner_rmse"":2.968188605272196},{""alpha"":100.0,""inner_rmse"":1.9192214152546976},{""alpha"":1000.0,""inner_rmse"":1.6190132519610156}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.598773485068091},{""alpha"":0.1,""inner_rmse"":1.5981809169454875},{""alpha"":1.0,""inner_rmse"":1.5975901240452175},{""alpha"":10.0,""inner_rmse"":1.5998408657639587},{""alpha"":100.0,""inner_rmse"":1.5967810815283128},{""alpha"":1000.0,""inner_rmse"":1.537506714317258}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	gmolai_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.106214713066684},{""alpha"":0.1,""inner_rmse"":2.746197309165938},{""alpha"":1.0,""inner_rmse"":2.2933213204426837},{""alpha"":10.0,""inner_rmse"":2.0530357995040895},{""alpha"":100.0,""inner_rmse"":1.7788396776391082},{""alpha"":1000.0,""inner_rmse"":1.5190136554867322}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	ecfp_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5182236522807495},{""alpha"":0.1,""inner_rmse"":1.5181075110429267},{""alpha"":1.0,""inner_rmse"":1.5171087707460873},{""alpha"":10.0,""inner_rmse"":1.5116826061262985},{""alpha"":100.0,""inner_rmse"":1.4912964675393061},{""alpha"":1000.0,""inner_rmse"":1.4383206554240329}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	ecfp_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.512474402228224},{""alpha"":0.1,""inner_rmse"":1.5124078985355411},{""alpha"":1.0,""inner_rmse"":1.5117923139310303},{""alpha"":10.0,""inner_rmse"":1.50723356075956},{""alpha"":100.0,""inner_rmse"":1.487213363202449},{""alpha"":1000.0,""inner_rmse"":1.4365732873475272}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	ecfp_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5362775268470938},{""alpha"":0.1,""inner_rmse"":1.5362923900723},{""alpha"":1.0,""inner_rmse"":1.5364173287734257},{""alpha"":10.0,""inner_rmse"":1.536656019087244},{""alpha"":100.0,""inner_rmse"":1.5316506298043107},{""alpha"":1000.0,""inner_rmse"":1.4903673175488337}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	ecfp_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5325276365715363},{""alpha"":0.1,""inner_rmse"":1.5325410814468106},{""alpha"":1.0,""inner_rmse"":1.5326579650596852},{""alpha"":10.0,""inner_rmse"":1.5329325613448794},{""alpha"":100.0,""inner_rmse"":1.5281507692175127},{""alpha"":1000.0,""inner_rmse"":1.4881231781334674}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	ecfp_esm2_permuted_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.585804064008513},{""alpha"":0.1,""inner_rmse"":1.5858121857346814},{""alpha"":1.0,""inner_rmse"":1.5859447261569504},{""alpha"":10.0,""inner_rmse"":1.5877281209932628},{""alpha"":100.0,""inner_rmse"":1.588411023746148},{""alpha"":1000.0,""inner_rmse"":1.5377477902310437}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	gmolai_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.0156131249043687},{""alpha"":0.1,""inner_rmse"":2.7136670794051003},{""alpha"":1.0,""inner_rmse"":2.259289777000005},{""alpha"":10.0,""inner_rmse"":1.9047493526087909},{""alpha"":100.0,""inner_rmse"":1.6661102062144597},{""alpha"":1000.0,""inner_rmse"":1.469979239993368}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	gmolai_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.4248345417521127},{""alpha"":0.1,""inner_rmse"":2.3074921019956474},{""alpha"":1.0,""inner_rmse"":2.0473202893319207},{""alpha"":10.0,""inner_rmse"":1.8285159180275894},{""alpha"":100.0,""inner_rmse"":1.6496873239619396},{""alpha"":1000.0,""inner_rmse"":1.4688851685793674}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	ecfp_esm2_pocket_additive_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.8163232571141212},{""alpha"":0.1,""inner_rmse"":1.6851287232444598},{""alpha"":1.0,""inner_rmse"":1.5569319738055392},{""alpha"":10.0,""inner_rmse"":1.539775474390076},{""alpha"":100.0,""inner_rmse"":1.5353219055122165},{""alpha"":1000.0,""inner_rmse"":1.4934016926812665}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	ecfp_esm2_pocket_tensor_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.8080748397502486},{""alpha"":0.1,""inner_rmse"":1.6786246318586255},{""alpha"":1.0,""inner_rmse"":1.554452183874504},{""alpha"":10.0,""inner_rmse"":1.5375168544249014},{""alpha"":100.0,""inner_rmse"":1.5327497743134764},{""alpha"":1000.0,""inner_rmse"":1.4918855773299253}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	ligand_ecfp_knn	knn_k	5	"[{""inner_rmse"":2.187413882108989,""k"":1},{""inner_rmse"":1.8409984998769808,""k"":3},{""inner_rmse"":1.6677945681783288,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	ligand_gmolai_knn	knn_k	5	"[{""inner_rmse"":1.9894494981118238,""k"":1},{""inner_rmse"":1.748645545839174,""k"":3},{""inner_rmse"":1.7048931078916127,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	sequence_identity_target_knn	knn_k	5	"[{""inner_rmse"":1.683587849272227,""k"":1},{""inner_rmse"":1.6157163894264848,""k"":3},{""inner_rmse"":1.576224065957592,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	esm2_cosine_target_knn	knn_k	5	"[{""inner_rmse"":2.165619337898301,""k"":1},{""inner_rmse"":1.5858653810715517,""k"":3},{""inner_rmse"":1.575631997850048,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	structure_global_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.7174955744333416,""k"":1},{""inner_rmse"":1.5549728965213527,""k"":3},{""inner_rmse"":1.5493327391738052,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	structure_pocket_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.9935098847663941,""k"":1},{""inner_rmse"":1.7089620470861004,""k"":3},{""inner_rmse"":1.6075399766638,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-10	pocket_descriptor_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.9111127454734005,""k"":1},{""inner_rmse"":1.6311110758205762,""k"":3},{""inner_rmse"":1.5229407252520055,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	nuisance_ridge	ridge_alpha	100.0	"[{""alpha"":0.01,""inner_rmse"":1.4811698419515877},{""alpha"":0.1,""inner_rmse"":1.480185248769522},{""alpha"":1.0,""inner_rmse"":1.470757192026855},{""alpha"":10.0,""inner_rmse"":1.406921389024757},{""alpha"":100.0,""inner_rmse"":1.3474159929183018},{""alpha"":1000.0,""inner_rmse"":1.4193119887999472}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	ligand_ecfp_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.612410648406598},{""alpha"":0.1,""inner_rmse"":1.6124147560075377},{""alpha"":1.0,""inner_rmse"":1.6124357161487666},{""alpha"":10.0,""inner_rmse"":1.6113717663600167},{""alpha"":100.0,""inner_rmse"":1.5910920459922446},{""alpha"":1000.0,""inner_rmse"":1.5033255479010466}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	ligand_gmolai_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.878647140961855},{""alpha"":0.1,""inner_rmse"":2.5874943983726983},{""alpha"":1.0,""inner_rmse"":2.20394696630914},{""alpha"":10.0,""inner_rmse"":1.9196822198957595},{""alpha"":100.0,""inner_rmse"":1.662674269686008},{""alpha"":1000.0,""inner_rmse"":1.4415486224163305}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	pocket_ridge_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":4.940849035933527},{""alpha"":0.1,""inner_rmse"":3.406234435719054},{""alpha"":1.0,""inner_rmse"":2.189165079781256},{""alpha"":10.0,""inner_rmse"":1.642955523806337},{""alpha"":100.0,""inner_rmse"":1.4157214917527576},{""alpha"":1000.0,""inner_rmse"":1.3737252980393935}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	pocket_ridge_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.707138337566532},{""alpha"":0.1,""inner_rmse"":3.2678051223404148},{""alpha"":1.0,""inner_rmse"":2.3621570288103366},{""alpha"":10.0,""inner_rmse"":1.6693327276197298},{""alpha"":100.0,""inner_rmse"":1.4156386285264673},{""alpha"":1000.0,""inner_rmse"":1.3729049054928553}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	sequence_esm2_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":8.50942994484652},{""alpha"":0.1,""inner_rmse"":7.720768156830948},{""alpha"":1.0,""inner_rmse"":5.107747444084737},{""alpha"":10.0,""inner_rmse"":2.9133133981529196},{""alpha"":100.0,""inner_rmse"":1.9080003047619136},{""alpha"":1000.0,""inner_rmse"":1.6092480357594348}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5946926123907903},{""alpha"":0.1,""inner_rmse"":1.5941815019379175},{""alpha"":1.0,""inner_rmse"":1.5937243424983347},{""alpha"":10.0,""inner_rmse"":1.5957641426298426},{""alpha"":100.0,""inner_rmse"":1.5912194242639277},{""alpha"":1000.0,""inner_rmse"":1.529904637225585}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	gmolai_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.176720721409831},{""alpha"":0.1,""inner_rmse"":2.8104864346588636},{""alpha"":1.0,""inner_rmse"":2.3409912726890902},{""alpha"":10.0,""inner_rmse"":2.1070377008200323},{""alpha"":100.0,""inner_rmse"":1.8118119795418728},{""alpha"":1000.0,""inner_rmse"":1.519088938665684}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	ecfp_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.521779428221905},{""alpha"":0.1,""inner_rmse"":1.5216495631586835},{""alpha"":1.0,""inner_rmse"":1.520525757272534},{""alpha"":10.0,""inner_rmse"":1.5144828722145212},{""alpha"":100.0,""inner_rmse"":1.4936303263925887},{""alpha"":1000.0,""inner_rmse"":1.4406463394046227}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	ecfp_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5154369678782473},{""alpha"":0.1,""inner_rmse"":1.5153593030284844},{""alpha"":1.0,""inner_rmse"":1.5146390730405765},{""alpha"":10.0,""inner_rmse"":1.5095309529513887},{""alpha"":100.0,""inner_rmse"":1.4891331588747503},{""alpha"":1000.0,""inner_rmse"":1.438600910431763}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	ecfp_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5322962668676188},{""alpha"":0.1,""inner_rmse"":1.5323103317616864},{""alpha"":1.0,""inner_rmse"":1.5324171389767696},{""alpha"":10.0,""inner_rmse"":1.5322917530387001},{""alpha"":100.0,""inner_rmse"":1.5256297859212802},{""alpha"":1000.0,""inner_rmse"":1.4825549175263224}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	ecfp_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5290823641369045},{""alpha"":0.1,""inner_rmse"":1.5290888820679174},{""alpha"":1.0,""inner_rmse"":1.5291320202625085},{""alpha"":10.0,""inner_rmse"":1.5287668971991524},{""alpha"":100.0,""inner_rmse"":1.522033945721286},{""alpha"":1000.0,""inner_rmse"":1.480231006601435}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	ecfp_esm2_permuted_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.58162819829838},{""alpha"":0.1,""inner_rmse"":1.581639129952301},{""alpha"":1.0,""inner_rmse"":1.5817875593983801},{""alpha"":10.0,""inner_rmse"":1.58343264746687},{""alpha"":100.0,""inner_rmse"":1.583077156871743},{""alpha"":1000.0,""inner_rmse"":1.5305696317026118}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	gmolai_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.0497412320687576},{""alpha"":0.1,""inner_rmse"":2.745918146832915},{""alpha"":1.0,""inner_rmse"":2.2941400404506913},{""alpha"":10.0,""inner_rmse"":1.9558627322409965},{""alpha"":100.0,""inner_rmse"":1.6968321598520526},{""alpha"":1000.0,""inner_rmse"":1.470396016812017}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	gmolai_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.4361560406136777},{""alpha"":0.1,""inner_rmse"":2.3106963714071824},{""alpha"":1.0,""inner_rmse"":2.0515459508323257},{""alpha"":10.0,""inner_rmse"":1.8664155783678207},{""alpha"":100.0,""inner_rmse"":1.6834037475178905},{""alpha"":1000.0,""inner_rmse"":1.471613724282605}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	ecfp_esm2_pocket_additive_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.8224473286513467},{""alpha"":0.1,""inner_rmse"":1.6891133012226067},{""alpha"":1.0,""inner_rmse"":1.5534746745171444},{""alpha"":10.0,""inner_rmse"":1.5352969921444892},{""alpha"":100.0,""inner_rmse"":1.5291826431605433},{""alpha"":1000.0,""inner_rmse"":1.485498532164695}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	ecfp_esm2_pocket_tensor_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.8122360936603412},{""alpha"":0.1,""inner_rmse"":1.6822400892418075},{""alpha"":1.0,""inner_rmse"":1.5512375285801705},{""alpha"":10.0,""inner_rmse"":1.5324420516407287},{""alpha"":100.0,""inner_rmse"":1.5260155966344036},{""alpha"":1000.0,""inner_rmse"":1.4833772192864905}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	ligand_ecfp_knn	knn_k	5	"[{""inner_rmse"":2.1816813473022956,""k"":1},{""inner_rmse"":1.8547195500626432,""k"":3},{""inner_rmse"":1.680573678105194,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	ligand_gmolai_knn	knn_k	5	"[{""inner_rmse"":1.983816998506836,""k"":1},{""inner_rmse"":1.750510332781528,""k"":3},{""inner_rmse"":1.7096001560011524,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	sequence_identity_target_knn	knn_k	5	"[{""inner_rmse"":1.750680736727952,""k"":1},{""inner_rmse"":1.623955450673995,""k"":3},{""inner_rmse"":1.5635418581455316,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	esm2_cosine_target_knn	knn_k	3	"[{""inner_rmse"":2.143470939423231,""k"":1},{""inner_rmse"":1.524775228498643,""k"":3},{""inner_rmse"":1.5676010337105963,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	structure_global_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.8508365351561584,""k"":1},{""inner_rmse"":1.5742727196550543,""k"":3},{""inner_rmse"":1.5604942020583796,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	structure_pocket_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.9790185088963936,""k"":1},{""inner_rmse"":1.6294332189375484,""k"":3},{""inner_rmse"":1.5663454066405222,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-11	pocket_descriptor_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.9176937235061566,""k"":1},{""inner_rmse"":1.6298771063479172,""k"":3},{""inner_rmse"":1.5418059992168662,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-12	nuisance_ridge	ridge_alpha	100.0	"[{""alpha"":0.01,""inner_rmse"":1.4731924027830052},{""alpha"":0.1,""inner_rmse"":1.4723978263335225},{""alpha"":1.0,""inner_rmse"":1.4647935673835268},{""alpha"":10.0,""inner_rmse"":1.4134053170511895},{""alpha"":100.0,""inner_rmse"":1.3612517019334318},{""alpha"":1000.0,""inner_rmse"":1.4128942407883616}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	ligand_ecfp_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5901286675781827},{""alpha"":0.1,""inner_rmse"":1.5901140868833008},{""alpha"":1.0,""inner_rmse"":1.5899743404194038},{""alpha"":10.0,""inner_rmse"":1.5882125049769253},{""alpha"":100.0,""inner_rmse"":1.5667228008921517},{""alpha"":1000.0,""inner_rmse"":1.483063092600496}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	ligand_gmolai_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.811643004120141},{""alpha"":0.1,""inner_rmse"":2.4975701612254766},{""alpha"":1.0,""inner_rmse"":2.161762826325262},{""alpha"":10.0,""inner_rmse"":1.8400240553461795},{""alpha"":100.0,""inner_rmse"":1.5831063077338519},{""alpha"":1000.0,""inner_rmse"":1.4111679514378817}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	pocket_ridge_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":5.09563593855454},{""alpha"":0.1,""inner_rmse"":3.317507504754984},{""alpha"":1.0,""inner_rmse"":2.2259545658808344},{""alpha"":10.0,""inner_rmse"":1.6980601366505832},{""alpha"":100.0,""inner_rmse"":1.3673625327106436},{""alpha"":1000.0,""inner_rmse"":1.3554057452986366}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	pocket_ridge_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.353974309575423},{""alpha"":0.1,""inner_rmse"":2.2725040426048366},{""alpha"":1.0,""inner_rmse"":2.0106550428440007},{""alpha"":10.0,""inner_rmse"":1.6217851389782598},{""alpha"":100.0,""inner_rmse"":1.363663153549841},{""alpha"":1000.0,""inner_rmse"":1.3548440565779536}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	sequence_esm2_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":4.937257220083674},{""alpha"":0.1,""inner_rmse"":4.468542663481044},{""alpha"":1.0,""inner_rmse"":3.628003038400404},{""alpha"":10.0,""inner_rmse"":2.631294203097589},{""alpha"":100.0,""inner_rmse"":1.8466152467544283},{""alpha"":1000.0,""inner_rmse"":1.5822296084344751}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5671711809104067},{""alpha"":0.1,""inner_rmse"":1.566756251680792},{""alpha"":1.0,""inner_rmse"":1.5663673358943007},{""alpha"":10.0,""inner_rmse"":1.5683948052725818},{""alpha"":100.0,""inner_rmse"":1.5648252750066554},{""alpha"":1000.0,""inner_rmse"":1.509383491675318}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	gmolai_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.6432190499673203},{""alpha"":0.1,""inner_rmse"":2.3605728454365034},{""alpha"":1.0,""inner_rmse"":2.1430663361277036},{""alpha"":10.0,""inner_rmse"":2.019260775827383},{""alpha"":100.0,""inner_rmse"":1.7584634732497921},{""alpha"":1000.0,""inner_rmse"":1.4934633740435277}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	ecfp_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5093897805819418},{""alpha"":0.1,""inner_rmse"":1.5092645746260045},{""alpha"":1.0,""inner_rmse"":1.508185153495728},{""alpha"":10.0,""inner_rmse"":1.5022677944163987},{""alpha"":100.0,""inner_rmse"":1.4797796280053903},{""alpha"":1000.0,""inner_rmse"":1.4252161100463459}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	ecfp_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5023469994111252},{""alpha"":0.1,""inner_rmse"":1.5022710992569004},{""alpha"":1.0,""inner_rmse"":1.5015922451418493},{""alpha"":10.0,""inner_rmse"":1.4968912473544378},{""alpha"":100.0,""inner_rmse"":1.4750480586346535},{""alpha"":1000.0,""inner_rmse"":1.4227342148877031}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	ecfp_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5121181898223697},{""alpha"":0.1,""inner_rmse"":1.5121278845632131},{""alpha"":1.0,""inner_rmse"":1.5121923471976002},{""alpha"":10.0,""inner_rmse"":1.5119161094360454},{""alpha"":100.0,""inner_rmse"":1.5053416842204714},{""alpha"":1000.0,""inner_rmse"":1.4654708963935879}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	ecfp_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5095309023349461},{""alpha"":0.1,""inner_rmse"":1.5095395478253344},{""alpha"":1.0,""inner_rmse"":1.5095994163846491},{""alpha"":10.0,""inner_rmse"":1.509351675236851},{""alpha"":100.0,""inner_rmse"":1.502834184723581},{""alpha"":1000.0,""inner_rmse"":1.4639505311883378}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	ecfp_esm2_permuted_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.561861638253455},{""alpha"":0.1,""inner_rmse"":1.5618726530157079},{""alpha"":1.0,""inner_rmse"":1.5620135755219073},{""alpha"":10.0,""inner_rmse"":1.5636133146856999},{""alpha"":100.0,""inner_rmse"":1.5634149977877474},{""alpha"":1000.0,""inner_rmse"":1.5139518053216632}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	gmolai_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.4056012734110124},{""alpha"":0.1,""inner_rmse"":2.219837064777276},{""alpha"":1.0,""inner_rmse"":2.030111497529831},{""alpha"":10.0,""inner_rmse"":1.8405222450720038},{""alpha"":100.0,""inner_rmse"":1.6425670416180167},{""alpha"":1000.0,""inner_rmse"":1.4456621136489776}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	gmolai_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.101667444238373},{""alpha"":0.1,""inner_rmse"":2.0003984741482896},{""alpha"":1.0,""inner_rmse"":1.8449626883080583},{""alpha"":10.0,""inner_rmse"":1.7498632428105425},{""alpha"":100.0,""inner_rmse"":1.6158069096117795},{""alpha"":1000.0,""inner_rmse"":1.4431583546073987}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	ecfp_esm2_pocket_additive_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.8135658679535949},{""alpha"":0.1,""inner_rmse"":1.6734345962595318},{""alpha"":1.0,""inner_rmse"":1.534383920869634},{""alpha"":10.0,""inner_rmse"":1.5149112948167551},{""alpha"":100.0,""inner_rmse"":1.5084783557327917},{""alpha"":1000.0,""inner_rmse"":1.4680301859284823}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	ecfp_esm2_pocket_tensor_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.77509014521795},{""alpha"":0.1,""inner_rmse"":1.6520831682157653},{""alpha"":1.0,""inner_rmse"":1.5330455437463573},{""alpha"":10.0,""inner_rmse"":1.5129707747750127},{""alpha"":100.0,""inner_rmse"":1.5063511031152133},{""alpha"":1000.0,""inner_rmse"":1.4665979406309766}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	ligand_ecfp_knn	knn_k	5	"[{""inner_rmse"":2.1578734663596104,""k"":1},{""inner_rmse"":1.803331215346823,""k"":3},{""inner_rmse"":1.6441891887298237,""k"":5}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	ligand_gmolai_knn	knn_k	5	"[{""inner_rmse"":1.891609606079592,""k"":1},{""inner_rmse"":1.6627869307503258,""k"":3},{""inner_rmse"":1.6008171367604482,""k"":5}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	sequence_identity_target_knn	knn_k	5	"[{""inner_rmse"":1.702056460331818,""k"":1},{""inner_rmse"":1.5485507319198937,""k"":3},{""inner_rmse"":1.5109482632373898,""k"":5}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	esm2_cosine_target_knn	knn_k	5	"[{""inner_rmse"":2.1167561625913835,""k"":1},{""inner_rmse"":1.623711551591569,""k"":3},{""inner_rmse"":1.5691700849875454,""k"":5}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	structure_global_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.84886466176956,""k"":1},{""inner_rmse"":1.6553822457364957,""k"":3},{""inner_rmse"":1.5687529837496297,""k"":5}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	structure_pocket_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.8202945218043212,""k"":1},{""inner_rmse"":1.6018598024734072,""k"":3},{""inner_rmse"":1.5422195209429668,""k"":5}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-12	pocket_descriptor_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.625536808516149,""k"":1},{""inner_rmse"":1.4844656900019417,""k"":3},{""inner_rmse"":1.4446921007477054,""k"":5}]"	267	4	frozen_union_component
full	union_component_leave_one_out	component-13	nuisance_ridge	ridge_alpha	100.0	"[{""alpha"":0.01,""inner_rmse"":1.4146255376087575},{""alpha"":0.1,""inner_rmse"":1.4137363595953323},{""alpha"":1.0,""inner_rmse"":1.405328745593748},{""alpha"":10.0,""inner_rmse"":1.3539965395547873},{""alpha"":100.0,""inner_rmse"":1.3358171623681319},{""alpha"":1000.0,""inner_rmse"":1.4110449580982711}]"	263	8	frozen_union_component
