evaluation	view	fold_id	model	family	train_n	test_n	parameters_json	centring_means_sha256
absolute	S1	component-G3-FINAL-021	descriptor_only	ridge	652	9	"{""alpha"": 100.0, ""dimensions"": 116, ""inner_RMSE"": {""0.1"": 2.453332482604319, ""1.0"": 2.450117152732893, ""10.0"": 2.421678516358429, ""100.0"": 2.2514808733238127}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	descriptor_knn	knn	652	9	"{""inner_RMSE"": {""1"": 2.0643085833352766, ""3"": 1.9252986410239354, ""5"": 1.8721601440397238, ""10"": 1.7977351601437328}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	ecfp_descriptor_additive_full	additive	652	9	"{""alpha"": 100.0, ""dimensions"": 2164, ""inner_RMSE"": {""0.1"": 2.3677599965277905, ""1.0"": 2.284766850330805, ""10.0"": 2.178881165999244, ""100.0"": 2.0521839847200587}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	ecfp_esm2_descriptor_additive_full	additive	652	9	"{""alpha"": 100.0, ""dimensions"": 2804, ""inner_RMSE"": {""0.1"": 2.2272135724910944, ""1.0"": 2.131993429794306, ""10.0"": 2.0168266124719176, ""100.0"": 1.8954698173290994}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	ecfp_esm2_descriptor_additive_matched	additive	652	9	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 4.337727723402815, ""1.0"": 3.768087574170189, ""10.0"": 2.9454972575512572, ""100.0"": 2.136385502747424}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	ecfp_esm2_descriptor_bilinear	bilinear	652	9	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 5.35648082076362, ""1.0"": 4.372884264578348, ""10.0"": 3.061472186063613, ""100.0"": 2.1573144101613777}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	ecfp_esm2_descriptor_bilinear_permuted	bilinear	652	9	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 5.0777869618919835, ""1.0"": 4.270257261155982, ""10.0"": 2.887975256878476, ""100.0"": 2.200631152105875}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	ecfp_esm2_descriptor_film	film	652	9	"{""parameter_count"": 1249, ""selected_epoch"": 248, ""validation_scores"": {""0.0001"": 2.915873480461996, ""0.001"": 2.914478833870028, ""0.01"": 2.899001158147499}, ""weight_decay"": 0.01}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	gmolai_esm2_descriptor_additive_matched	additive	648	9	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 3.7725051919777117, ""1.0"": 3.196461953062009, ""10.0"": 2.400290878963933, ""100.0"": 1.8864719477639746}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	gmolai_esm2_descriptor_bilinear	bilinear	648	9	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 4.9227868060686335, ""1.0"": 3.7204302175220887, ""10.0"": 2.425365148618689, ""100.0"": 1.8555112739223656}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	esm_if1_only	ridge	652	9	"{""alpha"": 100.0, ""dimensions"": 1024, ""inner_RMSE"": {""0.1"": 1.9219268995874963, ""1.0"": 1.9219202967076818, ""10.0"": 1.9218543323499744, ""100.0"": 1.921201053161593}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	esm_if1_knn	knn	652	9	"{""inner_RMSE"": {""1"": 2.16628245261686, ""3"": 2.004074131668079, ""5"": 2.0327894611598656, ""10"": 1.8397352718674178}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	ecfp_esm_if1_additive_full	additive	652	9	"{""alpha"": 100.0, ""dimensions"": 3072, ""inner_RMSE"": {""0.1"": 2.2957859449963722, ""1.0"": 2.201804404763453, ""10.0"": 2.1009605563508638, ""100.0"": 1.9775334500502844}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	ecfp_esm2_esm_if1_additive_full	additive	652	9	"{""alpha"": 100.0, ""dimensions"": 3712, ""inner_RMSE"": {""0.1"": 2.23715269609313, ""1.0"": 2.1572517660603667, ""10.0"": 2.0627039023765743, ""100.0"": 1.946188351628286}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	ecfp_esm2_esm_if1_additive_matched	additive	652	9	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 3.8730464779494227, ""1.0"": 3.437690959941766, ""10.0"": 2.6762111097014243, ""100.0"": 2.1644644254444807}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	ecfp_esm2_esm_if1_bilinear	bilinear	652	9	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 3.094802584362044, ""1.0"": 2.778299080907773, ""10.0"": 2.369683967909091, ""100.0"": 2.0977544075573533}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	ecfp_esm2_esm_if1_bilinear_permuted	bilinear	652	9	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 3.6662715155413585, ""1.0"": 3.1946808576884385, ""10.0"": 2.491375577180743, ""100.0"": 2.1192803642700797}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	ecfp_esm2_esm_if1_film	film	652	9	"{""parameter_count"": 1249, ""selected_epoch"": 1, ""validation_scores"": {""0.0001"": 6.678814940485545, ""0.001"": 6.678819329754449, ""0.01"": 6.678863431136563}, ""weight_decay"": 0.0001}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	gmolai_esm2_esm_if1_additive_matched	additive	648	9	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 3.765719905948322, ""1.0"": 3.261500829323874, ""10.0"": 2.3334448266575594, ""100.0"": 1.83151283209878}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	gmolai_esm2_esm_if1_bilinear	bilinear	648	9	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 6.229279128457524, ""1.0"": 3.242488804942314, ""10.0"": 2.308100864199365, ""100.0"": 2.008755799466363}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-021	gmolai_ridge	ridge	648	9	"{""alpha"": 100.0, ""dimensions"": 384, ""inner_RMSE"": {""0.1"": 3.5810322159246377, ""1.0"": 2.6770584175461667, ""10.0"": 1.9857765885631946, ""100.0"": 1.8096217894336466}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	global_mean	mean	624	37	"{""mean"": 6.445394045897515}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	target_training_mean	target_mean	624	37	"{""fallback_global_mean"": 6.445394045897515}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	ecfp_ridge	ridge	624	37	"{""alpha"": 100.0, ""dimensions"": 2048, ""inner_RMSE"": {""0.1"": 2.207544325342837, ""1.0"": 2.150016248548003, ""10.0"": 2.069153129955615, ""100.0"": 1.9629640854094592}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	esm2_sequence_ridge	ridge	624	37	"{""alpha"": 100.0, ""dimensions"": 640, ""inner_RMSE"": {""0.1"": 1.8768268460701214, ""1.0"": 1.8768161144892392, ""10.0"": 1.8767111324183774, ""100.0"": 1.8758141497954601}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	ecfp_esm2_additive_no_pocket	additive	624	37	"{""alpha"": 100.0, ""dimensions"": 2688, ""inner_RMSE"": {""0.1"": 2.1899721080379266, ""1.0"": 2.113686636852544, ""10.0"": 2.0222828929218815, ""100.0"": 1.9446349913509835}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	ecfp_knn	knn	624	37	"{""inner_RMSE"": {""1"": 2.3022885516843936, ""3"": 2.025261985580072, ""5"": 1.9335039795474227, ""10"": 1.8614601060698264}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	esm2_sequence_knn	knn	624	37	"{""inner_RMSE"": {""1"": 2.375729482339099, ""3"": 1.9620799191081422, ""5"": 1.9116989118298093, ""10"": 1.875244496521973}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	global_structure_knn	knn	624	37	"{""inner_RMSE"": {""1"": 2.652878825319508, ""3"": 2.237708642964167, ""5"": 2.0312510461460507, ""10"": 1.7852576812892995}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	pocket_structure_knn	knn	624	37	"{""inner_RMSE"": {""1"": 2.1609039051188157, ""3"": 1.848789551277627, ""5"": 1.7007112853076194, ""10"": 1.6917334105050916}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	descriptor_only	ridge	624	37	"{""alpha"": 100.0, ""dimensions"": 116, ""inner_RMSE"": {""0.1"": 2.1794400317564517, ""1.0"": 2.1768102406927765, ""10.0"": 2.1519400669572697, ""100.0"": 2.0024961926008125}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	descriptor_knn	knn	624	37	"{""inner_RMSE"": {""1"": 2.442602509192002, ""3"": 1.994538203493511, ""5"": 1.9133549545275899, ""10"": 1.8167759181345093}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	ecfp_descriptor_additive_full	additive	624	37	"{""alpha"": 100.0, ""dimensions"": 2164, ""inner_RMSE"": {""0.1"": 2.2362786978058993, ""1.0"": 2.1818690210358556, ""10.0"": 2.0952801934029672, ""100.0"": 1.984873277122896}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	ecfp_esm2_descriptor_additive_full	additive	624	37	"{""alpha"": 100.0, ""dimensions"": 2804, ""inner_RMSE"": {""0.1"": 2.1996393180718856, ""1.0"": 2.1244128199710026, ""10.0"": 2.0321767458158697, ""100.0"": 1.951442549308761}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	ecfp_esm2_descriptor_additive_matched	additive	624	37	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 3.5256097216565614, ""1.0"": 3.0007789373068854, ""10.0"": 2.2769324002348665, ""100.0"": 2.0044635865589973}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	ecfp_esm2_descriptor_bilinear	bilinear	624	37	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 4.477300241779863, ""1.0"": 3.447432927794013, ""10.0"": 2.453153254630569, ""100.0"": 1.9850110585872198}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	ecfp_esm2_descriptor_bilinear_permuted	bilinear	624	37	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 4.147520118422737, ""1.0"": 3.424656207393215, ""10.0"": 2.6322523678210694, ""100.0"": 2.2832499926735474}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	ecfp_esm2_descriptor_film	film	624	37	"{""parameter_count"": 1249, ""selected_epoch"": 500, ""validation_scores"": {""0.0001"": 2.8415905905142655, ""0.001"": 2.843521756211925, ""0.01"": 2.85744371318737}, ""weight_decay"": 0.0001}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	gmolai_esm2_descriptor_additive_matched	additive	620	37	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 3.5305497471394673, ""1.0"": 3.061671419518854, ""10.0"": 2.286315075662867, ""100.0"": 1.9217524160313757}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	gmolai_esm2_descriptor_bilinear	bilinear	620	37	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 3.7548502091504146, ""1.0"": 2.722540485451983, ""10.0"": 2.156482530169609, ""100.0"": 1.9256036281055606}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	esm_if1_only	ridge	624	37	"{""alpha"": 100.0, ""dimensions"": 1024, ""inner_RMSE"": {""0.1"": 1.946807409914787, ""1.0"": 1.9467964934952504, ""10.0"": 1.946688179968799, ""100.0"": 1.945609765694336}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	esm_if1_knn	knn	624	37	"{""inner_RMSE"": {""1"": 2.2536077319091325, ""3"": 2.0669803026908293, ""5"": 2.0656273667534277, ""10"": 1.845074753516209}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	ecfp_esm_if1_additive_full	additive	624	37	"{""alpha"": 100.0, ""dimensions"": 3072, ""inner_RMSE"": {""0.1"": 2.2741253870193496, ""1.0"": 2.205049890913128, ""10.0"": 2.0929532098327224, ""100.0"": 1.9645885275241035}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	ecfp_esm2_esm_if1_additive_full	additive	624	37	"{""alpha"": 100.0, ""dimensions"": 3712, ""inner_RMSE"": {""0.1"": 2.2391876560826782, ""1.0"": 2.1754435419973337, ""10.0"": 2.079599067202549, ""100.0"": 1.977406204592257}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	ecfp_esm2_esm_if1_additive_matched	additive	624	37	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 3.9832046735281232, ""1.0"": 3.578191672592324, ""10.0"": 2.6245078893523437, ""100.0"": 2.1303621192413997}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	ecfp_esm2_esm_if1_bilinear	bilinear	624	37	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 3.0525909879010276, ""1.0"": 2.7663831794706604, ""10.0"": 2.3882519883766316, ""100.0"": 2.1037982961906048}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	ecfp_esm2_esm_if1_bilinear_permuted	bilinear	624	37	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 3.551920797891511, ""1.0"": 3.0057121099483437, ""10.0"": 2.4476521485687766, ""100.0"": 2.08485071237792}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	ecfp_esm2_esm_if1_film	film	624	37	"{""parameter_count"": 1249, ""selected_epoch"": 127, ""validation_scores"": {""0.0001"": 5.112030927509167, ""0.001"": 5.112796347671705, ""0.01"": 5.120113301842725}, ""weight_decay"": 0.0001}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	gmolai_esm2_esm_if1_additive_matched	additive	620	37	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 3.2723701643304404, ""1.0"": 2.9407150226500094, ""10.0"": 2.2332351502286105, ""100.0"": 1.816257837708595}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	gmolai_esm2_esm_if1_bilinear	bilinear	620	37	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 6.445090291573112, ""1.0"": 2.892039659431633, ""10.0"": 2.122222635157061, ""100.0"": 1.911967225065456}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-022	gmolai_ridge	ridge	620	37	"{""alpha"": 100.0, ""dimensions"": 384, ""inner_RMSE"": {""0.1"": 3.6663707977799604, ""1.0"": 2.820586284938997, ""10.0"": 2.0990802256415266, ""100.0"": 1.8630201781743367}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	global_mean	mean	653	8	"{""mean"": 6.37504973972415}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	target_training_mean	target_mean	653	8	"{""fallback_global_mean"": 6.37504973972415}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	ecfp_ridge	ridge	653	8	"{""alpha"": 100.0, ""dimensions"": 2048, ""inner_RMSE"": {""0.1"": 2.301946938583933, ""1.0"": 2.204698891171898, ""10.0"": 2.0837787247496182, ""100.0"": 1.9639027144387302}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	esm2_sequence_ridge	ridge	653	8	"{""alpha"": 100.0, ""dimensions"": 640, ""inner_RMSE"": {""0.1"": 1.8160672112218723, ""1.0"": 1.816016364302122, ""10.0"": 1.8155148281012177, ""100.0"": 1.8110942364864748}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	ecfp_esm2_additive_no_pocket	additive	653	8	"{""alpha"": 100.0, ""dimensions"": 2688, ""inner_RMSE"": {""0.1"": 2.1412355895186166, ""1.0"": 2.05710140705889, ""10.0"": 1.9615448748619193, ""100.0"": 1.8694000860904016}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	ecfp_knn	knn	653	8	"{""inner_RMSE"": {""1"": 2.3758238100785727, ""3"": 2.12691530357922, ""5"": 2.0635007604732407, ""10"": 2.036794407856025}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	esm2_sequence_knn	knn	653	8	"{""inner_RMSE"": {""1"": 2.2063114376516784, ""3"": 1.7929172620469118, ""5"": 1.72235265974231, ""10"": 1.8348647148016295}, ""k"": 5}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	global_structure_knn	knn	653	8	"{""inner_RMSE"": {""1"": 2.683394283113502, ""3"": 2.0696679523027712, ""5"": 1.989282846373968, ""10"": 1.768687412272366}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	pocket_structure_knn	knn	653	8	"{""inner_RMSE"": {""1"": 2.119808397803624, ""3"": 1.9869752522718271, ""5"": 1.824771273487552, ""10"": 1.8189820870680442}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	descriptor_only	ridge	653	8	"{""alpha"": 100.0, ""dimensions"": 116, ""inner_RMSE"": {""0.1"": 2.4248917166429713, ""1.0"": 2.4214511326753585, ""10.0"": 2.3899263855626733, ""100.0"": 2.199651579041643}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	descriptor_knn	knn	653	8	"{""inner_RMSE"": {""1"": 2.1227999954898653, ""3"": 1.9156447904098706, ""5"": 1.854578520986794, ""10"": 1.809122959325822}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	ecfp_descriptor_additive_full	additive	653	8	"{""alpha"": 100.0, ""dimensions"": 2164, ""inner_RMSE"": {""0.1"": 2.316905540869568, ""1.0"": 2.228974151568872, ""10.0"": 2.1319598457155893, ""100.0"": 2.018753731088163}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	ecfp_esm2_descriptor_additive_full	additive	653	8	"{""alpha"": 100.0, ""dimensions"": 2804, ""inner_RMSE"": {""0.1"": 2.1969048980985906, ""1.0"": 2.1074510636388477, ""10.0"": 2.002031508926692, ""100.0"": 1.8883303347563474}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	ecfp_esm2_descriptor_additive_matched	additive	653	8	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 4.593413468523281, ""1.0"": 3.8331210115644536, ""10.0"": 2.931578935310932, ""100.0"": 2.1933920269746414}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	ecfp_esm2_descriptor_bilinear	bilinear	653	8	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 5.418703925651138, ""1.0"": 4.1810906038087605, ""10.0"": 2.92084903993893, ""100.0"": 2.216041827828744}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	ecfp_esm2_descriptor_bilinear_permuted	bilinear	653	8	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 5.111695445609866, ""1.0"": 4.098301712627348, ""10.0"": 2.8455010385697674, ""100.0"": 2.2161087819835905}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	ecfp_esm2_descriptor_film	film	653	8	"{""parameter_count"": 1249, ""selected_epoch"": 163, ""validation_scores"": {""0.0001"": 2.9924020855173716, ""0.001"": 2.9918796361585644, ""0.01"": 2.9866963947243907}, ""weight_decay"": 0.01}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	gmolai_esm2_descriptor_additive_matched	additive	649	8	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 3.4901410883336488, ""1.0"": 2.933850453342275, ""10.0"": 2.359969231283883, ""100.0"": 1.9362766293138602}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	gmolai_esm2_descriptor_bilinear	bilinear	649	8	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 4.211399335158395, ""1.0"": 3.2311038952375704, ""10.0"": 2.2638445138370065, ""100.0"": 1.7695172199281788}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	esm_if1_only	ridge	653	8	"{""alpha"": 100.0, ""dimensions"": 1024, ""inner_RMSE"": {""0.1"": 1.9838688652658032, ""1.0"": 1.983861170648019, ""10.0"": 1.9837842775491699, ""100.0"": 1.983020622527294}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	esm_if1_knn	knn	653	8	"{""inner_RMSE"": {""1"": 2.212520823778114, ""3"": 2.140679380475284, ""5"": 2.11912899170198, ""10"": 1.8979111717811414}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	ecfp_esm_if1_additive_full	additive	653	8	"{""alpha"": 100.0, ""dimensions"": 3072, ""inner_RMSE"": {""0.1"": 2.299329246873023, ""1.0"": 2.207600095973892, ""10.0"": 2.1218063337846904, ""100.0"": 2.0223455479522343}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	ecfp_esm2_esm_if1_additive_full	additive	653	8	"{""alpha"": 100.0, ""dimensions"": 3712, ""inner_RMSE"": {""0.1"": 2.2206481453718077, ""1.0"": 2.1519891872564774, ""10.0"": 2.069779983201222, ""100.0"": 1.9715715387052797}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	ecfp_esm2_esm_if1_additive_matched	additive	653	8	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 4.927463554361164, ""1.0"": 3.781494474650761, ""10.0"": 2.783794138585127, ""100.0"": 2.194666302276911}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	ecfp_esm2_esm_if1_bilinear	bilinear	653	8	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 3.069888216700945, ""1.0"": 2.8279962198717694, ""10.0"": 2.392964256562812, ""100.0"": 2.12794804104699}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S1	component-G3-FINAL-023	ecfp_esm2_esm_if1_bilinear_permuted	bilinear	653	8	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 3.5566891385755226, ""1.0"": 3.009014455977262, ""10.0"": 2.3023658225005357, ""100.0"": 2.0377772036491035}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
